Station_Name,Latitude,Longitude,URL,CDD10,solar,Tdb,Twb,HDD18
Jimmy Lake AWOS,54.91,-109.96,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Jimmy.Lake.AWOS.710230_CWEC2020.zip,715,199,25,19,5846
Key Lake AP,57.25,-105.6,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Key.Lake.AP.714990_CWEC2020.zip,590,169,26,17,7197
Kindersley AP,51.52,-109.18,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Kindersley.AP.711290_CWEC2020.zip,952,241,31,19,5435
La Ronge AP,55.15,-105.27,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_La.Ronge.AP.719220_CWEC2020.zip,785,188,29,20,6270
Last Mountain CS,51.42,-105.25,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Last.Mountain.CS.715560_CWEC2020.zip,904,224,28,20,5723
Leader Airport,50.91,-109.5,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Leader.Airport.714590_CWEC2020.zip,1034,248,30,20,5265
Lucky Lake,50.95,-107.15,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Lucky.Lake.714550_CWEC2020.zip,931,231,29,22,5326
Maple Creek,49.9,-109.47,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Maple.Creek.714530_CWEC2020.zip,1076,254,32,23,4910
Meadow Lake,54.13,-108.52,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Meadow.Lake.719700_CWEC2020.zip,760,197,26,19,5897
Melfort,52.82,-104.6,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Melfort.714560_CWEC2020.zip,843,218,27,22,5986
Moose Jaw CS,50.33,-105.54,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Moose.Jaw.CS.715390_CWEC2020.zip,961,221,31,23,5237
Nipawin,53.33,-104,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Nipawin.713120_CWEC2020.zip,867,206,27,21,6143
North Battleford,52.77,-108.24,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_North.Battleford.718760_CWEC2020.zip,887,226,29,21,5604
Outlook Pfra,51.48,-107.05,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Outlook.Pfra.715510_CWEC2020.zip,1012,225,30,20,5233
Prince Albert AP,53.21,-105.67,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Prince.Albert.AP.718690_CWEC2020.zip,849,205,28,20,6175
Regina Intl AP,50.43,-104.67,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Regina.Intl.AP.718630_CWEC2020.zip,984,230,31,21,5503
Rockglen AUT,49.17,-105.98,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Rockglen.AUT.711350_CWEC2020.zip,1003,243,30,21,5169
Rosetown East,51.57,-107.92,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Rosetown.East.715100_CWEC2020.zip,970,227,30,21,5590
Saskatoon Intl AP,52.17,-106.7,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Saskatoon.Intl.AP.718660_CWEC2020.zip,973,233,30,22,5728
Scott CDA,52.36,-108.83,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Scott.CDA.714890_CWEC2020.zip,866,226,29,20,5803
Southend,56.33,-103.28,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Southend.714510_CWEC2020.zip,613,191,27,19,7142
Spiritwood West,53.37,-107.55,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Spiritwood.West.711330_CWEC2020.zip,753,209,27,22,5806
Stony Rapids,59.25,-105.84,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Stony.Rapids.711320_CWEC2020.zip,638,164,27,17,7403
Swift Current CDA,50.27,-107.73,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Swift.Current.CDA.714460_CWEC2020.zip,936,235,30,22,5128
Swift Current,50.29,-107.69,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Swift.Current.711420_CWEC2020.zip,968,234,30,21,4976
Uranium City AUT,59.57,-108.48,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Uranium.City.AUT.710760_CWEC2020.zip,621,167,27,17,7506
Val Marie Southeast,49.06,-107.59,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Val.Marie.Southeast.711370_CWEC2020.zip,1114,253,32,23,5267
Waskesiu Lake,53.92,-106.07,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Waskesiu.Lake.714540_CWEC2020.zip,785,193,27,19,5784
Watrous East,51.67,-105.4,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Watrous.East.715110_CWEC2020.zip,873,225,29,22,5735
Weyburn,49.7,-103.8,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Weyburn.714520_CWEC2020.zip,1069,227,31,21,5338
Wynyard AUT,51.77,-104.2,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Wynyard.AUT.718650_CWEC2020.zip,845,212,29,20,5677
Yorkton,51.26,-102.46,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Yorkton.712920_CWEC2020.zip,914,222,28,22,5975
Burwash AP,61.37,-139.04,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Burwash.AP.710010_CWEC2020.zip,274,184,21,13,7774
Carmacks CS,62.12,-136.19,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Carmacks.CS.710390_CWEC2020.zip,574,178,26,16,7556
Dawson,64.06,-139.13,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Dawson.719660_CWEC2020.zip,573,163,25,15,7788
Faro AUT,62.21,-133.38,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Faro.AUT.719490_CWEC2020.zip,479,100,25,15,7495
Haines Junction,60.77,-137.58,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Haines.Junction.715050_CWEC2020.zip,356,164,21,13,7297
Herschel Island,69.57,-138.91,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Herschel.Island.715010_CWEC2020.zip,39,206,16,13,9573
Ivvavik Nat Park,69.16,-140.15,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Ivvavik.Nat.Park.719780_CWEC2020.zip,274,201,22,16,9480
Macmillan Pass,63.24,-130.04,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Macmillan.Pass.719900_CWEC2020.zip,153,120,19,12,8608
Mayo AP,63.62,-135.87,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Mayo.AP.719650_CWEC2020.zip,553,173,25,16,7196
Old Crow RCS,67.57,-139.84,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Old.Crow.RCS.710440_CWEC2020.zip,408,213,26,17,9267
Rock River,66.98,-136.22,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Rock.River.715060_CWEC2020.zip,238,194,23,15,8627
Teslin AUT,60.17,-132.73,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Teslin.AUT.710450_CWEC2020.zip,383,116,24,13,6894
Watson Lake AP,60.12,-128.82,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Watson.Lake.AP.711990_CWEC2020.zip,539,129,26,17,7290
Whitehorse AP,60.71,-135.07,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/YT_Yukon/CAN_YT_Whitehorse.AP.719640_CWEC2020.zip,418,150,24,15,6592
